ID,subscribed
2866,0.031387907934072694
1957,0.021497172396562812
768,0.07365152319669735
4510,0.01978005122417368
7893,0.04152944672352712
5540,0.06146110692796923
385,0.18113068809019792
5152,0.04842653703146747
1770,0.04853469790041941
5779,0.036524712648177915
4365,0.029734664325551056
917,0.2800341500685091
2127,0.3961896940462271
2522,0.31394920249814473
7039,0.1265078919065765
3312,0.061366579897534634
5043,0.7469942042571016
1087,0.03941007920236404
3812,0.025259347842951203
6237,0.06426594938210638
4125,0.3057182008515277
4751,0.07486198282288184
2508,0.023206506535351088
2753,0.04224486931626134
2280,0.24786338248291356
5975,0.04631032124617403
6328,0.1344912592039166
4908,0.06766030657942339
1865,0.06304195691266481
6535,0.04841003969472661
7716,0.033562931878056534
4112,0.4515145297353367
6048,0.03404393237748187
6017,0.06952251936237874
8056,0.04536945706282634
209,0.0329819421786435
111,0.02941812364195405
6264,0.05166471269426473
2063,0.07886180285565098
5006,0.02374411387632608
204,0.04672604067934595
494,0.043539637952844684
6606,0.06503163622368245
228,0.06190286586125579
8084,0.0982579184769652
6423,0.03633772467493144
3890,0.289973132553655
7129,0.2508953500009578
2188,0.05835896174978967
5111,0.05462991571296057
3523,0.04412948340795802
659,0.043739312698178344
5659,0.29197873572702704
7130,0.02997154005604406
2428,0.10408231027263903
1431,0.057837742980762934
1861,0.36055954554104175
3431,0.5723919830973297
6615,0.04857272143663066
7161,0.06381630184124262
4104,0.07048736910540028
2940,0.05436638948056892
2821,0.07623486302690731
6290,0.03490835234429313
7925,0.572674586406601
6840,0.04455645173591984
2387,0.4954247441839204
1950,0.1150255265912604
4405,0.06298147118096564
1745,0.04788345648893753
4970,0.07290307904245755
7420,0.2373597714661998
1887,0.09563126593734707
2476,0.03309267242367233
6141,0.030071272811922952
3332,0.16726948579806072
2040,0.0649680336607217
1313,0.0460797644701584
1543,0.019853990567775284
1701,0.03958383793958443
7205,0.0891862281124499
1970,0.31883948348903757
1984,0.3332291915676262
4308,0.05124910901950457
2974,0.04700671123876414
5382,0.05825844674758051
6725,0.027250760348018318
4808,0.03109832158688678
5068,0.10536121506668569
5044,0.04615975951943303
4911,0.0525037471400034
6482,0.4594909130303117
3142,0.1035324543086981
7371,0.08861471299256372
3729,0.052035132052599374
2870,0.07211253179722583
1125,0.14751516565320116
3451,0.03145170831467829
1447,0.07207415331710916
5418,0.046887032396851505
6662,0.03401263603142803
3868,0.3050617670018819
3260,0.03949770521593765
7615,0.05187108613321739
6252,0.03068013595457152
7640,0.052142117630416644
7166,0.03294991458680192
5027,0.043137021461804405
7892,0.04262325301701101
5878,0.4186753008806708
6337,0.03104564264937331
1085,0.14541695509711633
7935,0.03209674332122319
2730,0.07990637343051042
1373,0.049479101418112625
4974,0.400305430369316
5020,0.1356916012371231
3932,0.5027471730426155
2149,0.08262577263127467
948,0.2918718086180541
7429,0.03779919979029067
6111,0.03273776557369384
1309,0.12911963000463086
1461,0.0507808367417115
7632,0.8251614996949433
3477,0.032091009585174725
6795,0.045048162047724626
3373,0.14189622119195522
3990,0.1277519791296877
3253,0.0930998326548949
4992,0.10301321601605201
1853,0.0488354222523303
7460,0.056613836519568916
5307,0.12380842826644095
2320,0.08802099081853074
6082,0.07096919842206503
4333,0.034707901039948724
4243,0.030507680808595474
663,0.07694866588541258
3371,0.03292684082414994
6210,0.8510565234790781
6090,0.07251712330889083
936,0.04018007187064528
3375,0.8266327500569343
3037,0.057271510943262355
7482,0.04258149937752533
5455,0.05449025812713204
8039,0.06593048719529168
3223,0.05013775811264013
3105,0.04037887023935507
5457,0.05064960007711913
4237,0.019328551557329557
4302,0.0284951821887878
3295,0.06984944485936255
4461,0.0677337757332109
5321,0.09558676351801836
2448,0.09292375012486344
2846,0.07333991340031898
5845,0.02163402488790609
514,0.075141470107034
5438,0.07946603346009047
3848,0.23967951014346472
3994,0.10663463880186987
3024,0.016680222406924784
4653,0.05162659907818821
974,0.12028882556133386
2468,0.031025791554010307
8208,0.03568557293698859
4050,0.030811588436481838
6305,0.29494194562388865
2398,0.12302259054081564
1708,0.039345177356703565
1068,0.027530872030148718
6663,0.02838117824006733
1669,0.04235770867591058
7267,0.05760480517103407
4130,0.0816485854444153
175,0.3901519189658257
2351,0.05827124311618873
2694,0.3286035363410714
848,0.03710061169200411
5261,0.02373321478373416
6024,0.030955420944142775
3272,0.3400775934677043
3120,0.012128184967871701
6408,0.020759714868544128
4271,0.29657153545601544
5952,0.8529702550789998
3465,0.06550267185512587
3316,0.03119952209369799
568,0.05215623465214539
6159,0.0835595283395685
5125,0.08281778850594053
5349,0.026595765398196393
3326,0.7634891389968754
2813,0.03221677423867812
2037,0.020895600526653426
1,0.0651147610948316
4145,0.04211381491940136
5817,0.013066250448710173
2091,0.053928927729930264
6756,0.04425185881352691
110,0.04499431326441994
7767,0.09272047804045293
7794,0.026454732694404428
1468,0.02549076127856682
6898,0.07987913290446744
6646,0.08083160739037348
3874,0.10206311937370287
4518,0.026656596134797105
6096,0.04063633597732299
4368,0.07058220349606974
3770,0.05024100176638663
4392,0.46204450498595734
7992,0.8517863795951316
7196,0.10264281402081625
1383,0.09599203991540879
1190,0.3897803402009663
2163,0.11726642283424407
2089,0.03969550919303699
6742,0.49655825194540903
2764,0.45740636608184354
8008,0.0460952495865638
5078,0.05766375907952934
4127,0.05293807593970429
7635,0.3902303530025907
2247,0.09043463666232567
7670,0.10656594167897701
5874,0.040825760056791525
1422,0.05834100852912416
6533,0.3309642226520925
591,0.09339026207939483
7288,0.12425776354739905
4793,0.02820942033734588
138,0.10444343725018479
7779,0.06486500619045085
1188,0.036517643631783225
4780,0.48244695847984337
7426,0.06593648556561535
3107,0.03309414213544009
4723,0.10442682918801237
5475,0.10750464828377286
6886,0.06499630988711663
4154,0.043476544052813836
6531,0.046071446697030304
703,0.07145426815664417
4241,0.05913015905817105
3285,0.026565901154775338
6396,0.050519401463148164
74,0.2846654247386298
1364,0.07083567682077356
295,0.06860945516577037
7951,0.04930961068732551
7197,0.11249731787473466
5388,0.03986691476359737
7009,0.18447592962554904
6387,0.07503591656077922
7441,0.03534770655631368
7554,0.07586595844917116
2586,0.11884556917857335
462,0.0401371440164444
1804,0.035135730627711574
5900,0.20949253138796053
3049,0.05290347728837149
4676,0.10431441158160012
2691,0.678756426889162
3012,0.02460847820275886
2985,0.10063886147061854
8214,0.15225425668656917
1265,0.03092939968388147
755,0.24475280779019992
5737,0.5098349868600809
1779,0.2826445651507027
1197,0.08333993793950102
7251,0.09675467636272744
778,0.296298328038967
4426,0.032096630969264135
6814,0.3202683010423183
5259,0.0742426050413897
7271,0.02912527259027001
4176,0.5589192277037136
1564,0.12193301171494406
347,0.29378554237722937
2619,0.07062365110309693
4648,0.057808283258712685
37,0.38699389905174025
7516,0.49412544081664034
5005,0.05083933334494951
4291,0.056158068842995644
8179,0.14319626051788423
2123,0.5422243834843113
8165,0.04354241658155192
8119,0.18564871314895398
7490,0.03916090654491199
3460,0.05104258376489905
5666,0.027780024646719286
1252,0.12265883839051189
1698,0.12192042264597448
6342,0.07135735396393977
495,0.44538995470650655
2225,0.2449363549700749
41,0.07002702785828196
4791,0.06627176653704651
2393,0.06627748357689282
5770,0.06149442658340393
5526,0.04027641383127952
426,0.5240613272089014
7012,0.06291231593760259
1714,0.02763115323598051
1625,0.0666876390305924
1223,0.019555180782680544
6272,0.08011702037228886
1175,0.07294455844827608
1699,0.05503953636856341
2883,0.04570797545454552
1915,0.08028855984290999
6547,0.044638589318675724
3674,0.07159820196086263
2201,0.018149959108945485
2397,0.12911491643638748
121,0.13523783647649032
